timestamp,total_invested,total_current,total_pnl,total_pnl_pct,num_holdings
2026-09-05T19:15:59,1105045.0,1531712.7,426667.7,38.61,25
2026-09-06T07:39:18,1105045.0,1531712.7,426667.7,38.61,25
2026-09-06T08:25:27,1137545.0,1564232.7,426687.7,37.51,26
2026-09-08T12:41:12,1105045.0,1516522.7,411477.7,37.24,25
2026-09-08T15:40:32,1140545.0,1549694.15,409149.15,35.87,27
2026-09-08T16:42:01,1105045.0,1514185.65,409140.65,37.02,25
2026-09-09T10:32:14,1105045.0,1506829.35,401784.35,36.36,25
2026-09-10T20:00:12,1105045.0,1506697.16,401652.16,36.35,25
