Symbol,CompanyName,Sector,Industry,MarketCapCr,CapCategory
ORIENTBELL,Orient Bell Limited,Industrials,Building Products & Equipment,547.0,Small Cap
ORIENTCEM,Orient Cement Limited,Basic Materials,Building Materials,2658.0,Small Cap
ORIENTCER,Orient Ceratech Limited,Basic Materials,Specialty Chemicals,523.0,Small Cap
ORIENTELEC,Orient Electric Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3895.0,Small Cap
ORIENTHOT,Oriental Hotels Limited,Consumer Cyclical,Lodging,2527.0,Small Cap
ORIENTPPR,Orient Paper & Industries Limited,Basic Materials,Paper & Paper Products,361.0,Small Cap
ORIENTTECH,,Technology,Information Technology Services,1119.0,Small Cap
ORISSAMINE,The Orissa Minerals Development Company Limited,Basic Materials,Steel,2701.0,Small Cap
ORKLAINDIA,,Consumer Defensive,Packaged Foods,7671.0,Small Cap
OSWALAGRO,Oswal Agro Mills Limited,Real Estate,Real Estate - Development,498.0,Small Cap
OSWALGREEN,Oswal Greentech Limited,Financial Services,Asset Management,542.0,Small Cap
OSWALPUMPS,,Industrials,Electrical Equipment & Parts,3389.0,Small Cap
OSWALSEEDS,ShreeOswal Seeds and Chemicals Limited,Basic Materials,Agricultural Inputs,109.0,Small Cap
PACEDIGITK,Pace Digitek Limited,Technology,Communication Equipment,3912.0,Small Cap
PAGEIND,Page Industries Limited,Consumer Cyclical,Apparel Manufacturing,39267.0,Mid Cap
PAISALO,Paisalo Digital Limited,Financial Services,Credit Services,6307.0,Small Cap
PAKKA,Pakka Limited,Basic Materials,Paper & Paper Products,389.0,Small Cap
PALASHSECU,Palash Securities Limited,Consumer Defensive,Packaged Foods,90.0,Small Cap
PANACEABIO,Panacea Biotec Limited,Healthcare,Biotechnology,2483.0,Small Cap
PANAMAPET,Panama Petrochem Limited,Energy,Oil & Gas Refining & Marketing,2867.0,Small Cap
PANSARI,Pansari Developers Limited,Real Estate,Real Estate - Development,556.0,Small Cap
PAR,Par Drugs and Chemicals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,124.0,Small Cap
PARACABLES,Paramount Communications Limited,Technology,Communication Equipment,2006.0,Small Cap
PARADEEP,Paradeep Phosphates Limited,Basic Materials,Agricultural Inputs,16529.0,Mid Cap
PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,Packaged Foods,3141.0,Small Cap
PARAS,Paras Defence and Space Technologies Limited,Industrials,Aerospace & Defense,11691.0,Small Cap
PARASPETRO,Paras Petrofils Limited,Consumer Cyclical,Textile Manufacturing,74.0,Small Cap
PARKHOSPS,,Healthcare,Medical Care Facilities,12180.0,Small Cap
PARKHOTELS,,Consumer Cyclical,Lodging,2463.0,Small Cap
PASHUPATI,Pashupati Cotspin Limited,Consumer Cyclical,Textile Manufacturing,1366.0,Small Cap
PATANJALI,Patanjali Foods Limited,Consumer Defensive,Packaged Foods,37875.0,Mid Cap
PATELENG,Patel Engineering Limited,Industrials,Engineering & Construction,2708.0,Small Cap
PATELRMART,,Consumer Cyclical,Department Stores,782.0,Small Cap
PAUSHAKLTD,Paushak Limited,Basic Materials,Specialty Chemicals,1848.0,Small Cap
PAVNAIND,Pavna Industries Limited,Consumer Cyclical,Auto Parts,250.0,Small Cap
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,108864.0,Large Cap
PCBL,PCBL Chemical Limited,Basic Materials,Specialty Chemicals,12548.0,Small Cap
PCJEWELLER,PC Jeweller Limited,Consumer Cyclical,Luxury Goods,10861.0,Small Cap
PDMJEPAPER,Pudumjee Paper Products Limited,Basic Materials,Paper & Paper Products,838.0,Small Cap
PDSL,PDS Limited,Industrials,Specialty Business Services,5147.0,Small Cap
PENIND,Pennar Industries Limited,Industrials,Specialty Industrial Machinery,2128.0,Small Cap
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,87708.0,Large Cap
PETRONET,Petronet LNG Limited,Energy,Oil & Gas Refining & Marketing,43890.0,Mid Cap
PFC,Power Finance Corporation Limited,Financial Services,Credit Services,119827.0,Large Cap
PFIZER,Pfizer Limited,Healthcare,Drug Manufacturers - General,21810.0,Mid Cap
PFOCUS,Prime Focus Limited,Communication Services,Entertainment,23414.0,Mid Cap
PFS,PTC India Financial Services Limited,Financial Services,Credit Services,1793.0,Small Cap
PGEL,PG Electroplast Limited,Technology,Electronic Components,17068.0,Mid Cap
PGHH,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive,Household & Personal Products,26267.0,Mid Cap
PGHL,Procter & Gamble Health Limited,Healthcare,Drug Manufacturers - Specialty & Generic,9690.0,Small Cap
PGIL,Pearl Global Industries Limited,Consumer Cyclical,Apparel Manufacturing,10820.0,Small Cap
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,68836.0,Large Cap
PICCADIL,Piccadily Agro Industries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,6644.0,Small Cap
PIDILITIND,Pidilite Industries Limited,Basic Materials,Specialty Chemicals,167044.0,Large Cap
PIGL,Power & Instrumental (Gujarat) Limited,Industrials,Engineering & Construction,220.0,Small Cap
PIIND,PI Industries Limited,Basic Materials,Agricultural Inputs,37449.0,Mid Cap
PILANIINVS,Pilani Investment and Industries Corporation Limited,Financial Services,Asset Management,4844.0,Small Cap
PINELABS,,Technology,Software - Infrastructure,19058.0,Mid Cap
PIONEEREMB,Pioneer Embroideries Limited,Consumer Cyclical,Textile Manufacturing,67.0,Small Cap
PIRAMALFIN,,Financial Services,Credit Services,49314.0,Mid Cap
PITTIENG,Pitti Engineering Limited,Industrials,Metal Fabrication,4179.0,Small Cap
PIXTRANS,PIX Transmissions Limited,Industrials,Specialty Industrial Machinery,2453.0,Small Cap
PKTEA,The Peria Karamalai Tea and Produce Company Limited,Consumer Defensive,Farm Products,241.0,Small Cap
PLASTIBLEN,Plastiblends India Limited,Basic Materials,Specialty Chemicals,496.0,Small Cap
PLATIND,Platinum Industries Limited,Basic Materials,Specialty Chemicals,1134.0,Small Cap
PML,Paul Merchants Limited,Financial Services,Capital Markets,,Unknown
PNB,Punjab National Bank,Financial Services,Banks - Regional,133307.0,Large Cap
PNBGILTS,PNB Gilts Ltd.,Financial Services,Capital Markets,1411.0,Small Cap
PNBHOUSING,PNB Housing Finance Limited,Financial Services,Mortgage Finance,30528.0,Mid Cap
PNC,Pritish Nandy Communications Ltd,Communication Services,Entertainment,26.0,Small Cap
PNCINFRA,PNC Infratech Limited,Industrials,Engineering & Construction,5196.0,Small Cap
PNGJL,P N Gadgil Jewellers Limited,Consumer Cyclical,Luxury Goods,8941.0,Small Cap
PNGSREVA,,Consumer Cyclical,Luxury Goods,1708.0,Small Cap
POCL,Pondy Oxides And Chemicals Limited,Basic Materials,Specialty Chemicals,3828.0,Small Cap
PODDARMENT,Poddar Pigments Limited,Basic Materials,Specialty Chemicals,265.0,Small Cap
POKARNA,Pokarna Limited,Industrials,Building Products & Equipment,2750.0,Small Cap
POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,83020.0,Large Cap
POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts,136468.0,Large Cap
POLYMED,Poly Medicure Limited,Healthcare,Medical Instruments & Supplies,17518.0,Mid Cap
POLYPLEX,Polyplex Corporation Limited,Basic Materials,Specialty Chemicals,3861.0,Small Cap
PONNIERODE,Ponni Sugars (Erode) Limited,Consumer Defensive,Confectioners,348.0,Small Cap
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Credit Services,41442.0,Mid Cap
POWERGRID,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,250512.0,Large Cap
POWERICA,,Industrials,Specialty Industrial Machinery,6640.0,Small Cap
POWERINDIA,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,148805.0,Large Cap
POWERMECH,Power Mech Projects Limited,Industrials,Engineering & Construction,7942.0,Small Cap
PPLPHARMA,Piramal Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,27435.0,Mid Cap
PRABHA,Prabha Energy Limited,Energy,Oil & Gas E&P,3051.0,Small Cap
PRAENG,Prajay Engineers Syndicate Limited,Real Estate,Real Estate - Development,131.0,Small Cap
PRAJIND,Praj Industries Limited,Industrials,Engineering & Construction,6383.0,Small Cap
PRAKASH,Prakash Industries Limited,Basic Materials,Steel,2299.0,Small Cap
PRAKASHSTL,Prakash Steelage Limited,Basic Materials,Steel,68.0,Small Cap
PRAVEG,Praveg Limited,Communication Services,Advertising Agencies,,Unknown
PRAXIS,Praxis Home Retail Limited,Consumer Cyclical,Specialty Retail,100.0,Small Cap
PRECAM,Precision Camshafts Limited,Consumer Cyclical,Auto Parts,1234.0,Small Cap
PRECOT,Precot Limited,Consumer Cyclical,Textile Manufacturing,828.0,Small Cap
PRECWIRE,Precision Wires India Limited,Industrials,Electrical Equipment & Parts,7480.0,Small Cap
PREMCO,Premco Global Limited,Consumer Cyclical,Textile Manufacturing,,Unknown
PREMEXPLN,Premier Explosives Limited,Basic Materials,Specialty Chemicals,3582.0,Small Cap
PREMIERENE,,Technology,Solar,46535.0,Mid Cap
PREMIERPOL,Premier Polyfilm Ltd.,Basic Materials,Specialty Chemicals,953.0,Small Cap
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,69477.0,Large Cap
PRICOLLTD,Pricol Limited,Consumer Cyclical,Auto Parts,9658.0,Small Cap
PRIMESECU,Prime Securities Limited,Financial Services,Capital Markets,945.0,Small Cap
PRIMO,Primo Chemicals Limited,Basic Materials,Chemicals,502.0,Small Cap
PRINCEPIPE,Prince Pipes and Fittings Limited,Industrials,Building Products & Equipment,3185.0,Small Cap
PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials,Specialty Chemicals,13468.0,Small Cap
PROSTARM,,Industrials,Electrical Equipment & Parts,795.0,Small Cap
PROTEAN,Protean eGov Technologies Limited,Technology,Information Technology Services,2301.0,Small Cap
PROZONER,Prozone Realty Limited,Real Estate,Real Estate - Diversified,678.0,Small Cap
PRSMJOHNSN,Prism Johnson Limited,Basic Materials,Building Materials,5365.0,Small Cap
PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services,Asset Management,13821.0,Small Cap
PSB,Punjab & Sind Bank,Financial Services,Banks - Regional,16462.0,Mid Cap
PSPPROJECT,PSP Projects Limited,Industrials,Engineering & Construction,3575.0,Small Cap
PTC,PTC India Limited,Utilities,Utilities - Independent Power Producers,4653.0,Small Cap
PTCIL,PTC Industries Limited,Industrials,Metal Fabrication,31709.0,Mid Cap
PTL,PTL Enterprises Limited,Real Estate,Real Estate Services,510.0,Small Cap
PUNJABCHEM,Punjab Chemicals and Crop Protection Limited,Basic Materials,Chemicals,1334.0,Small Cap
PURVA,Puravankara Limited,Real Estate,Real Estate - Development,5133.0,Small Cap
PVP,PVP Ventures Limited,Industrials,Conglomerates,1365.0,Small Cap
PVRINOX,PVR INOX Limited,Communication Services,Entertainment,12025.0,Small Cap
PVSL,Popular Vehicles and Services Limited,Consumer Cyclical,Auto & Truck Dealerships,758.0,Small Cap
PWL,Physicswallah Limited,Consumer Defensive,Education & Training Services,35443.0,Mid Cap
PYRAMID,Pyramid Technoplast Limited,Consumer Cyclical,Packaging & Containers,605.0,Small Cap
QMSMEDI,QMS Medical Allied Services Limited,Healthcare,Medical Instruments & Supplies,273.0,Small Cap
QUADFUTURE,,Industrials,Railroads,1662.0,Small Cap
QUESS,Quess Corp Limited,Industrials,Staffing & Employment Services,5160.0,Small Cap
QUINT,Quint Digital Limited,Communication Services,Entertainment,,Unknown
RACE,Race Eco Chain Limited,Industrials,Waste Management,176.0,Small Cap
RACLGEAR,RACL Geartech Limited,Consumer Cyclical,Auto Parts,1788.0,Small Cap
RADAAN,Radaan Mediaworks India Limited,Communication Services,Entertainment,16.0,Small Cap
RADHIKAJWE,Radhika Jeweltech Limited,Consumer Cyclical,Luxury Goods,786.0,Small Cap
RADIANTCMS,Radiant Cash Management Services Limited,Industrials,Specialty Business Services,405.0,Small Cap
RADICO,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries,62031.0,Large Cap
RADIOCITY,Music Broadcast Limited,Communication Services,Broadcasting,231.0,Small Cap
RAILTEL,RailTel Corporation of India Limited,Communication Services,Telecom Services,8945.0,Small Cap
RAIN,Rain Industries Limited,Basic Materials,Specialty Chemicals,6836.0,Small Cap
RAINBOW,Rainbow Children's Medicare Limited,Healthcare,Medical Care Facilities,14688.0,Small Cap
RAJMET,Rajnandini Metal Limited,Basic Materials,Copper,91.0,Small Cap
RAJPALAYAM,Rajapalayam Mills Limited,Unknown,Unknown,753.0,Small Cap
RAJRATAN,Rajratan Global Wire Limited,Basic Materials,Steel,2463.0,Small Cap
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Consumer Defensive,Confectioners,124.0,Small Cap
RAJTV,Raj Television Network Limited,Communication Services,Broadcasting,53.0,Small Cap
RALLIS,Rallis India Limited,Basic Materials,Agricultural Inputs,4109.0,Small Cap
RAMANEWS,Shree Rama Newsprint Limited,Consumer Defensive,Beverages - Non-Alcoholic,473.0,Small Cap
RAMAPHO,Rama Phosphates Limited,Basic Materials,Agricultural Inputs,439.0,Small Cap
RAMBHAJO,,Consumer Cyclical,Luxury Goods,,Unknown
RAMCOCEM,The Ramco Cements Limited,Basic Materials,Building Materials,21467.0,Mid Cap
RAMCOIND,Ramco Industries Limited,Industrials,Building Products & Equipment,2979.0,Small Cap
RAMCOSYS,Ramco Systems Limited,Technology,Software - Application,2095.0,Small Cap
RAMKY,Ramky Infrastructure Limited,Industrials,Engineering & Construction,2603.0,Small Cap
RAMRAT,Ram Ratna Wires Limited,Industrials,Electrical Equipment & Parts,4574.0,Small Cap
RANASUG,Rana Sugars Limited,Consumer Defensive,Confectioners,234.0,Small Cap
RANEHOLDIN,Rane Holdings Limited,Consumer Cyclical,Auto Parts,2289.0,Small Cap
RATEGAIN,RateGain Travel Technologies Limited,Technology,Software - Application,11217.0,Small Cap
RATNAMANI,Ratnamani Metals & Tubes Limited,Basic Materials,Steel,18925.0,Mid Cap
RATNAVEER,Ratnaveer Precision Engineering Limited,Basic Materials,Steel,1932.0,Small Cap
RAYMOND,Raymond Limited,Industrials,Specialty Industrial Machinery,4157.0,Small Cap
RAYMONDLSL,Raymond Lifestyle Limited,Consumer Cyclical,Apparel Manufacturing,4367.0,Small Cap
RAYMONDREL,Raymond Realty Limited,Real Estate,Real Estate - Development,3874.0,Small Cap
RBA,Restaurant Brands Asia Limited,Consumer Cyclical,Restaurants,7544.0,Small Cap
RBLBANK,RBL Bank Limited,Financial Services,Banks - Regional,59199.0,Large Cap
RBZJEWEL,RBZ Jewellers Limited,Consumer Cyclical,Luxury Goods,571.0,Small Cap
RCF,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,Agricultural Inputs,6937.0,Small Cap
RECLTD,REC Limited,Financial Services,Credit Services,85343.0,Large Cap
REDINGTON,Redington Limited,Technology,Information Technology Services,27452.0,Mid Cap
REDTAPE,REDTAPE Limited,Consumer Cyclical,Footwear & Accessories,6699.0,Small Cap
REFEX,Refex Industries Limited,Energy,Thermal Coal,3943.0,Small Cap
REGENCERAM,Regency Ceramics Limited,Industrials,Building Products & Equipment,89.0,Small Cap
RELAXO,Relaxo Footwears Limited,Consumer Cyclical,Footwear & Accessories,9148.0,Small Cap
RELCHEMQ,Reliance Chemotex Industries Limited,Consumer Cyclical,Textile Manufacturing,86.0,Small Cap
RELIABLE,Reliable Data Services Limited,Technology,Information Technology Services,143.0,Small Cap
RELIANCE,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1763416.0,Large Cap
RELIGARE,Religare Enterprises Limited,Financial Services,Insurance - Life,7882.0,Small Cap
RELTD,Ravindra Energy Limited,Technology,Solar,3167.0,Small Cap
REMSONSIND,Remsons Industries Limited,Consumer Cyclical,Auto Parts,288.0,Small Cap
RENUKA,Shree Renuka Sugars Limited,Consumer Defensive,Confectioners,5240.0,Small Cap
REPCOHOME,Repco Home Finance Limited,Financial Services,Mortgage Finance,2215.0,Small Cap
REPRO,Repro India Limited,Industrials,Specialty Business Services,445.0,Small Cap
RESPONIND,Responsive Industries Limited,Basic Materials,Specialty Chemicals,4092.0,Small Cap
RETAIL,JHS Svendgaard Retail Ventures Limited,Consumer Defensive,Grocery Stores,14.0,Small Cap
RGL,Renaissance Global Limited,Consumer Cyclical,Luxury Goods,1431.0,Small Cap
RHETAN,Rhetan TMT Limited,Basic Materials,Steel,1755.0,Small Cap
RHIM,RHI Magnesita India Limited,Industrials,Metal Fabrication,7635.0,Small Cap
RHL,Robust Hotels Limited,Consumer Cyclical,Lodging,289.0,Small Cap
RICOAUTO,Rico Auto Industries Limited,Consumer Cyclical,Auto Parts,1731.0,Small Cap
RIIL,Reliance Industrial Infrastructure Limited,Industrials,Engineering & Construction,1144.0,Small Cap
RIR,Rir Power Electronics Limited,Technology,Semiconductors,,Unknown
RISHABH,Rishabh Instruments Limited,Technology,Scientific & Technical Instruments,2672.0,Small Cap
RITCO,Ritco Logistics Limited,Industrials,Integrated Freight & Logistics,892.0,Small Cap
RITES,RITES Limited,Industrials,Engineering & Construction,10471.0,Small Cap
RKDL,Ravi Kumar Distilleries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,45.0,Small Cap
RKEC,RKEC Projects Limited,Industrials,Engineering & Construction,53.0,Small Cap
RKFORGE,Ramkrishna Forgings Limited,Industrials,Metal Fabrication,13125.0,Small Cap
RKSWAMY,R K Swamy Limited,Communication Services,Advertising Agencies,479.0,Small Cap
RMC,RMC Switchgears Limited,Industrials,Electrical Equipment & Parts,268.0,Small Cap
RML,Rane (Madras) Limited,Consumer Cyclical,Auto Parts,3115.0,Small Cap
RNBDENIMS,R & B Denims Limited,Consumer Cyclical,Textile Manufacturing,243.0,Small Cap
ROHLTD,Royal Orchid Hotels Limited,Consumer Cyclical,Lodging,833.0,Small Cap
ROLEXRINGS,Rolex Rings Limited,Industrials,Metal Fabrication,4770.0,Small Cap
ROML,Raj Oil Mills Limited,Consumer Defensive,Packaged Foods,64.0,Small Cap
ROSSARI,Rossari Biotech Limited,Basic Materials,Specialty Chemicals,2749.0,Small Cap
ROSSELLIND,Rossell India Limited,Industrials,Conglomerates,217.0,Small Cap
ROSSTECH,Rossell Techsys Limited,Industrials,Aerospace & Defense,3966.0,Small Cap
ROTO,Roto Pumps Limited,Industrials,Specialty Industrial Machinery,1211.0,Small Cap
ROUTE,Route Mobile Limited,Communication Services,Telecom Services,3202.0,Small Cap
RPEL,Raghav Productivity Enhancers Limited,Basic Materials,Chemicals,7435.0,Small Cap
RPGLIFE,RPG Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,4253.0,Small Cap
RPOWER,Reliance Power Limited,Utilities,Utilities - Independent Power Producers,9372.0,Small Cap
RPPINFRA,R.P.P. Infra Projects Limited,Industrials,Engineering & Construction,287.0,Small Cap
RPPL,Rajshree Polypack Limited,Consumer Cyclical,Packaging & Containers,175.0,Small Cap
RPSGVENT,RPSG Ventures Limited,Technology,Information Technology Services,2875.0,Small Cap
RPTECH,Rashi Peripherals Limited,Technology,Electronics & Computer Distribution,4989.0,Small Cap
RRIL,RRIL Limited,Consumer Cyclical,Textile Manufacturing,,Unknown
RRKABEL,R R Kabel Limited,Industrials,Electrical Equipment & Parts,32033.0,Mid Cap
RSL,Rajputana Stainless Limited,Basic Materials,Steel,1384.0,Small Cap
RSYSTEMS,R Systems International Limited,Technology,Information Technology Services,2844.0,Small Cap
RTNINDIA,RattanIndia Enterprises Limited,Consumer Cyclical,Internet Retail,4145.0,Small Cap
